expert_estimated_effort,actual_effort,complexity_class,task_type
28800,18000,5,reading
57600,86400,5,general
0,28800,,coding
28800,14400,5,general
28800,21600,5,general
57600,28800,5,general
57600,79200,5,coding
28800,14400,5,general
115200,86400,5,general
86400,21600,5,coding
28800,57600,5,general
86400,28800,5,general
144000,172800,5,general
115200,14400,5,coding
144000,10800,5,general
57600,43200,5,coding
57600,115200,5,coding
57600,57600,5,coding
57600,14400,5,coding
57600,36000,5,coding
86400,57600,5,general
14400,14400,4,general
0,43200,,coding
0,3600,,general
0,7200,,coding
0,5400,,writing
0,3600,,reading
0,900,,review
0,7200,,review
0,7200,,review
0,1800,,general
0,1800,,review
0,10800,,general
3600,3600,2,writing
14400,9000,4,writing
28800,16200,5,general
0,40200,,coding
0,1800,,reading
0,900,,general
0,7200,,coding
28800,39600,5,general
36000,7200,5,general
14400,5400,4,reading
0,7200,,reading
0,900,,writing
0,7200,,coding
0,7200,,reading
0,9000,,writing
0,21600,,coding
0,3600,,coding
0,46800,,writing
7200,4800,3,coding
7200,57000,3,coding
0,14400,,writing
115200,28800,5,writing
7200,3600,3,coding
3600,2700,2,writing
7200,5400,3,coding
7200,1800,3,coding
10800,14400,3,reading
3600,1800,2,writing
10800,6000,3,writing
7200,4800,3,coding
14400,12600,4,writing
10800,7200,3,writing
0,3600,,writing
18000,7200,4,coding
0,9000,,writing
14400,7800,4,reading
288000,338400,5,general
14400,7200,4,general
0,21600,,reading
144000,61320,5,general
0,1200,,general
0,600,,coding
0,288000,,general
57600,28800,5,coding
28800,57600,5,research
28800,14400,5,coding
28800,28800,5,research
28800,7200,5,coding
7200,7200,3,coding
14400,14400,4,writing
72000,57600,5,coding
14400,14400,4,general
14400,14400,4,coding
57600,57600,5,research
14400,14400,4,writing
28800,43200,5,coding
14400,14400,4,writing
57600,57600,5,writing
86400,115200,5,coding
43200,172800,5,coding
14400,46800,4,coding
0,57600,,general
0,14400,,review
14400,14400,4,review
28800,28800,5,coding
28800,79200,5,coding
14400,7200,4,coding
57600,57600,5,coding
57600,133200,5,research
57600,57600,5,coding
57600,51120,5,general
28800,28800,5,coding
57600,176400,5,general
115200,115200,5,coding
57600,93600,5,writing
28800,28800,5,general
28800,21600,5,coding
28800,36000,5,coding
28800,28800,5,coding
57600,28800,5,coding
14400,43200,4,coding
14400,14400,4,coding
14400,25200,4,coding
57600,100860,5,coding
86400,28800,5,coding
28800,100800,5,coding
28800,16500,5,coding
14400,14400,4,review
28800,18000,5,coding
28800,57600,5,coding
14400,20400,4,coding
28800,86400,5,coding
43200,36000,5,coding
28800,14400,5,general
3600,3600,2,general
57600,79200,5,coding
14400,14400,4,coding
28800,3600,5,coding
14400,3600,4,coding
14400,14400,4,coding
14400,10800,4,review
14400,14400,4,general
3600,3600,2,coding
57600,57600,5,general
28800,28800,5,coding
43200,28800,5,general
86400,100800,5,coding
57600,72000,5,coding
57600,57600,5,general
14400,14400,4,general
28800,28800,5,writing
57600,57600,5,coding
0,14400,,coding
43200,50400,5,reading
7200,7200,3,general
14400,14400,4,general
0,72000,,general
3600,3600,2,coding
57600,86400,5,general
14400,18000,4,coding
14400,10800,4,coding
28800,28800,5,reading
0,21600,,coding
14400,14400,4,coding
57600,57600,5,coding
0,28800,,general
57600,53400,5,coding
28800,72000,5,general
57600,21600,5,coding
57600,43200,5,general
57600,57600,5,general
14400,28800,4,coding
14400,10800,4,general
86400,86400,5,coding
43200,43200,5,reading
28800,14400,5,reading
28800,18000,5,coding
14400,3600,4,coding
14400,10800,4,coding
14400,10800,4,coding
14400,10800,4,coding
57600,43200,5,general
86400,115200,5,reading
28800,28800,5,reading
14400,21600,4,coding
14400,10980,4,general
57600,43200,5,coding
28800,14400,5,coding
115200,144000,5,coding
57600,72000,5,coding
14400,14400,4,general
14400,14400,4,writing
43200,28800,5,review
57600,57600,5,general
172800,79200,5,reading
14400,72090,4,general
115200,115200,5,coding
43200,43200,5,coding
72000,57600,5,writing
57600,43200,5,coding
14400,11700,4,coding
43200,86400,5,coding
28800,57600,5,general
43200,43200,5,coding
57600,57600,5,general
57600,57600,5,general
28800,36000,5,research
28800,28800,5,research
57600,129600,5,general
115200,117780,5,research
28800,28800,5,general
43200,115200,5,writing
57600,86400,5,coding
57600,115200,5,writing
14400,7200,4,review
86400,28800,5,coding
100800,57600,5,general
0,144000,,general
115200,28800,5,research
28800,28800,5,general
14400,43200,4,coding
28800,43200,5,coding
10800,43200,3,coding
14400,10800,4,coding
57600,57600,5,general
14400,7200,4,review
28800,57600,5,general
28800,57720,5,coding
28800,3600,5,writing
57600,57600,5,writing
86400,86400,5,general
57600,43200,5,writing
14400,14400,4,general
57600,43200,5,coding
14400,10800,4,writing
0,28800,,general
57600,72000,5,general
14400,43200,4,general
28800,28800,5,general
28800,28800,5,general
28800,28800,5,general
28800,14400,5,general
14400,7200,4,coding
86400,172800,5,coding
10800,5400,3,general
57600,86400,5,coding
86400,86400,5,coding
14400,14400,4,writing
28800,14400,5,general
28800,28800,5,general
43200,14400,5,writing
86400,144000,5,coding
14400,14400,4,general
28800,18000,5,general
28800,28800,5,general
57600,72000,5,reading
14400,43200,4,general
0,1800,,general
86400,86400,5,coding
86400,29040,5,research
0,50400,,general
0,1200,,coding
14400,14400,4,coding
0,14400,,coding
43200,28800,5,coding
0,57600,,coding
0,104400,,general
0,57600,,coding
86400,86400,5,general
14400,14400,4,review
14400,7200,4,review
86400,86400,5,general
57600,43200,5,coding
57600,57600,5,review
57600,57600,5,coding
0,28800,,coding
57600,57600,5,coding
57600,86400,5,coding
57600,28800,5,coding
57600,28800,5,coding
86400,115200,5,coding
14400,14460,4,coding
28800,43200,5,writing
28800,7200,5,coding
0,7200,,general
0,57600,,reading
0,3600,,coding
57600,57600,5,general
86400,100800,5,coding
57600,57600,5,general
43200,43200,5,general
3600,7200,2,reading
57600,57600,5,general
0,28800,,general
28800,28800,5,general
0,7200,,general
0,10800,,general
3600,600,2,general
0,300,,coding
0,240,,general
0,1020,,problem solving
0,1140,,general
0,1740,,general
0,4020,,coding
0,720,,coding
0,1440,,coding
0,3900,,problem solving
0,1560,,general
0,1860,,problem solving
0,360,,coding
0,1560,,general
0,1320,,coding
0,660,,coding
0,2100,,general
0,300,,general
0,7260,,coding
0,5760,,coding
0,900,,problem solving
0,5700,,general
0,120,,writing
0,420,,coding
0,180,,coding
0,120,,writing
0,120,,general
0,1980,,general
0,1020,,research
0,2820,,coding
0,1860,,coding
0,180,,coding
0,4020,,coding
0,180,,coding
0,4200,,coding
0,120,,coding
0,840,,general
0,840,,coding
0,360,,coding
0,3300,,coding
0,240,,general
0,93960,,coding
0,1200,,coding
0,4440,,reading
0,15600,,coding
0,720,,coding
0,6000,,problem solving
0,4920,,research
0,360,,general
0,1440,,general
0,5460,,coding
0,12960,,coding
0,1020,,problem solving
0,17880,,general
0,540,,writing
0,540,,general
0,960,,general
0,57600,,writing
0,180,,coding
0,4320,,reading
0,720,,coding
0,1800,,general
1800,180,2,general
0,73740,,coding
0,66780,,general
0,84660,,general
0,1140,,coding
0,3600,,coding
0,2820,,reading
7200,7200,3,general
0,300,,general
0,120,,problem solving
0,1080,,writing
0,1140,,general
0,840,,coding
0,2760,,problem solving
0,720,,coding
0,780,,writing
0,5520,,general
0,1080,,writing
7200,6180,3,general
0,8280,,general
0,2700,,general
0,3600,,general
0,5400,,general
0,25200,,general
0,4200,,general
0,2700,,general
0,3600,,general
0,9900,,general
0,14400,,coding
0,3600,,general
0,2700,,coding
0,51300,,coding
0,36000,,coding
0,3600,,coding
0,9900,,coding
0,5400,,coding
0,900,,general
0,1200,,general
0,14400,,general
0,5400,,general
0,900,,general
0,5400,,general
0,37200,,general
0,93600,,research
0,2700,,general
0,27900,,general
0,5400,,general
0,5400,,general
0,6300,,writing
0,3600,,general
0,14400,,general
0,3600,,general
0,10800,,coding
0,1800,,general
14400,28800,4,coding
0,23400,,general
0,10800,,general
0,9000,,coding
0,3600,,problem solving
14400,10800,4,general
0,4200,,general
0,23100,,general
0,10800,,general
0,14400,,general
0,3600,,general
0,17100,,research
0,5400,,general
0,71100,,coding
0,7200,,general
0,25800,,general
0,2700,,general
0,37800,,coding
0,2700,,problem solving
14400,3600,4,general
0,5400,,writing
28800,21600,5,general
0,15300,,general
0,52200,,general
14400,18600,4,general
0,115200,,coding
0,12600,,general
0,2220,,coding
0,21600,,research
0,19800,,coding
0,3600,,general
0,9900,,general
0,6300,,reading
0,11400,,general
0,8400,,general
0,1800,,general
21600,26880,5,general
0,15660,,general
0,10800,,general
7200,5400,3,review
3600,3600,2,general
7200,13800,3,review
0,14400,,review
28800,61200,5,writing
0,46200,,writing
14400,7200,4,general
7200,47700,3,general
7200,7200,3,coding
14400,21600,4,reading
0,900,,writing
7200,7200,3,review
14400,10800,4,general
0,18000,,general
0,10800,,coding
0,7200,,writing
0,600,,general
0,5400,,general
0,2400,,coding
0,7800,,general
0,10800,,general
0,89700,,general
14400,4740,4,general
0,45000,,general
0,3600,,reading
3600,11220,2,general
7200,10920,3,general
7200,1800,3,general
7200,3120,3,general
7200,5040,3,general
7200,4260,3,general
7200,3600,3,general
0,5400,,general
0,25200,,coding
86400,58680,5,coding
0,2100,,writing
0,14400,,general
0,77400,,general
7200,11220,3,general
7200,1740,3,writing
0,25200,,general
0,3600,,reading
0,14400,,general
0,3600,,coding
7200,7200,3,general
7200,14400,3,general
14400,8280,4,general
28800,21600,5,general
0,99000,,general
14400,14400,4,general
0,4800,,general
7200,7200,3,general
0,7200,,general
0,10800,,general
0,14400,,general
7200,2100,3,general
57600,173220,5,coding
57600,63600,5,coding
57600,52200,5,coding
14400,17400,4,coding
57600,162600,5,coding
14400,145800,4,general
14400,27000,4,writing
0,7260,,general
0,3600,,general
14400,21600,4,general
57600,43200,5,general
7200,18000,3,general
28800,14400,5,coding
14400,32400,4,research
0,18300,,coding
0,3600,,research
0,16500,,general
0,14400,,general
0,8880,,research
0,7200,,general
0,3600,,general
10800,7200,3,general
0,1800,,general
0,15780,,general
3600,1140,2,general
0,16740,,general
7200,16500,3,general
0,3600,,general
0,15000,,general
0,5820,,general
0,7260,,general
0,36000,,coding
0,15000,,general
0,1800,,coding
0,3600,,coding
0,7200,,general
0,1800,,coding
0,1800,,general
0,7200,,coding
0,1800,,coding
0,600,,general
0,72000,,coding
0,2700,,general
0,14400,,coding
0,3600,,coding
0,2700,,general
0,2700,,problem solving
0,2700,,coding
0,3600,,general
0,7200,,coding
0,9000,,coding
0,1800,,coding
0,14400,,general
0,2700,,coding
0,1800,,coding
0,25200,,coding
0,10800,,coding
0,1800,,coding
0,21600,,general
0,14400,,general
0,36000,,general
0,7200,,coding
0,7200,,reading
0,2400,,coding
0,10800,,coding
0,129600,,coding
0,7200,,general
0,720,,coding
0,3600,,coding
0,540,,general
0,9000,,coding
0,1260,,coding
0,180,,coding
0,2700,,coding
0,1020,,coding
0,1440,,problem solving
0,1140,,coding
0,300,,problem solving
0,180,,coding
0,1800,,coding
0,1440,,research
0,1500,,general
0,1440,,general
0,10140,,coding
0,7200,,general
0,2400,,review
0,1140,,coding
0,57600,,writing
0,1800,,coding
3600,900,2,reading
0,180,,coding
0,21060,,coding
0,540,,review
600,1800,1,coding
0,1800,,coding
0,3480,,coding
0,540,,coding
0,180,,coding
0,900,,coding
0,1800,,writing
0,3600,,coding
0,2160,,coding
0,1020,,coding
0,1800,,coding
0,4500,,review
0,600,,general
0,1800,,writing
0,5940,,general
0,67740,,coding
0,3600,,general
3600,120,2,coding
0,3360,,coding
0,9000,,writing
0,2040,,coding
0,900,,writing
0,1500,,general
0,1140,,writing
0,720,,writing
0,9060,,coding
7200,7200,3,general
900,180,1,coding
0,33900,,coding
0,1800,,coding
0,7860,,coding
0,960,,general
0,960,,coding
0,900,,general
0,7740,,coding
0,5880,,reading
0,540,,problem solving
0,420,,coding
0,1920,,coding
0,7440,,coding
0,1800,,coding
0,180,,coding
0,4500,,coding
0,420,,coding
0,1200,,coding
0,6180,,problem solving
0,5040,,coding
0,1140,,writing
0,600,,coding
0,900,,writing
0,120,,review
0,5280,,coding
0,1200,,general
0,57600,,general
0,28800,,general
0,3960,,problem solving
0,7440,,coding
0,240,,coding
0,2700,,coding
0,420,,coding
0,15060,,coding
0,5400,,reading
0,4620,,coding
0,3240,,coding
3600,300,2,coding
0,10620,,coding
0,3240,,coding
0,4500,,coding
0,4500,,coding
0,3600,,coding
0,2640,,coding
0,5700,,coding
0,12600,,problem solving
0,1200,,coding
0,43200,,coding
1800,25800,2,coding
0,10440,,coding
0,300,,coding
0,1800,,coding
0,3000,,writing
0,9960,,coding
0,1440,,coding
0,16140,,coding
0,5100,,general
0,2040,,coding
0,1320,,coding
0,6900,,coding
0,2700,,coding
0,480,,coding
0,600,,coding
0,9120,,coding
0,7200,,coding
0,300,,reading
0,300,,coding
0,3420,,coding
0,300,,coding
0,2820,,writing
0,13140,,coding
0,6480,,general
0,66000,,general
0,9780,,general
0,1200,,coding
0,4200,,general
0,30720,,coding
0,13800,,coding
0,2040,,research
0,2940,,writing
3600,3600,2,coding
28800,5640,5,general
0,15420,,coding
7200,600,3,general
0,1980,,coding
0,23460,,coding
0,2160,,general
0,22500,,general
0,300,,coding
0,1200,,general
0,3600,,general
0,1800,,general
0,10800,,general
0,600,,general
0,3600,,general
0,14400,,general
0,7200,,general
0,10800,,general
0,7200,,general
0,3600,,general
7200,1800,3,general
1800,7200,2,general
3600,3600,2,general
1800,1200,2,general
7200,3600,3,general
7200,5400,3,general
1800,1800,2,general
14400,25200,4,problem solving
7200,7200,3,general
7200,3600,3,general
1800,1800,2,general
1800,7200,2,general
1800,1800,2,general
1800,1800,2,general
7200,1800,3,general
7200,3600,3,general
7200,1800,3,general
3600,3600,2,general
14400,14400,4,general
1800,600,2,reading
1800,1200,2,reading
1800,1200,2,general
1800,600,2,general
1800,600,2,general
3600,600,2,general
14400,1800,4,general
14400,1800,4,general
14400,14400,4,general
14400,3600,4,general
7200,7200,3,general
3600,21600,2,general
14400,28800,4,general
7200,18000,3,general
10800,10800,3,general
3600,900,2,general
14400,14400,4,general
3600,21600,2,general
7200,900,3,reading
7200,7200,3,general
28800,14400,5,review
3600,14400,2,review
14400,10800,4,problem solving
115200,43200,5,coding
144000,115200,5,general
28800,43200,5,coding
0,2700,,coding
0,900,,coding
28800,14400,5,coding
57600,28800,5,general
3600,600,2,writing
14400,72000,4,coding
57600,3600,5,reading
0,3600,,coding
3600,3000,2,coding
3600,2400,2,coding
0,115200,,coding
0,28800,,writing
0,3600,,general
0,7200,,general
0,115200,,general
0,7200,,general
0,7200,,general
0,3660,,coding
0,28800,,coding
0,43200,,problem solving
0,72000,,general
0,57600,,coding
0,86400,,coding
0,3600,,general
0,86400,,coding
0,14400,,review
0,3600,,research
0,3600,,coding
0,3600,,general
0,93600,,coding
0,57600,,general
0,3600,,writing
0,3600,,coding
0,7200,,general
0,600,,general
0,61200,,general
0,7200,,coding
0,7200,,general
7200,1800,3,general
0,7200,,reading
0,3600,,coding
0,3600,,general
0,75900,,coding
600,1800,1,coding
0,29280,,general
0,600,,coding
0,7200,,coding
0,3600,,problem solving
0,1800,,coding
1200,1200,2,general
0,79680,,general
14400,14400,4,general
3600,3660,2,coding
7200,900,3,general
14400,1800,4,general
7200,7200,3,general
7200,7200,3,coding
0,1800,,problem solving
7200,7200,3,general
3600,3600,2,general
14400,28800,4,general
3600,3600,2,coding
3600,3600,2,reading
3600,3600,2,general
10800,25200,3,coding
7200,7200,3,coding
7200,7200,3,coding
3600,7200,2,coding
0,3600,,general
3600,3600,2,coding
0,3600,,coding
28800,7200,5,general
14400,14400,4,coding
7200,7200,3,coding
7200,7200,3,coding
3600,3600,2,problem solving
28800,14400,5,coding
3600,3600,2,coding
3600,3600,2,general
7200,7200,3,coding
3600,3600,2,general
7200,7200,3,coding
14400,28800,4,general
0,7200,,writing
600,600,1,general
3600,3600,2,general
10800,90,3,reading
3600,3600,2,general
0,14400,,general
28800,28800,5,general
28800,28800,5,general
3600,3600,2,general
3600,3600,2,coding
7200,7200,3,coding
0,18000,,coding
3600,3600,2,general
7200,3600,3,writing
0,7200,,coding
0,720,,general
3600,1800,2,coding
14400,21600,4,general
3600,3600,2,general
3600,3600,2,problem solving
0,10800,,coding
3600,3600,2,general
0,14400,,reading
3600,7200,2,problem solving
0,21600,,general
14400,14400,4,general
10800,10800,3,general
7200,7200,3,general
7200,7200,3,coding
1800,3600,2,general
0,87120,,general
28800,14400,5,coding
43200,43200,5,reading
14400,14400,4,coding
3600,3600,2,general
10800,3600,3,reading
7200,3600,3,general
3600,3600,2,general
3600,3600,2,general
7200,3600,3,coding
10800,7200,3,reading
7200,7200,3,coding
14400,3600,4,coding
900,360,1,general
14400,10800,4,coding
7200,14400,3,writing
7200,7200,3,coding
7200,3600,3,general
57600,43200,5,coding
3600,1800,2,coding
14400,34200,4,coding
7200,43200,3,general
0,3600,,coding
7200,7200,3,coding
3600,7200,2,coding
3600,3600,2,coding
7200,5400,3,writing
10800,10800,3,coding
7200,5400,3,general
14400,1800,4,writing
86400,82950,5,general
14400,3600,4,writing
46800,14400,5,general
28800,28800,5,coding
14400,5400,4,general
3600,1800,2,coding
43200,14400,5,reading
28800,7200,5,general
7200,14400,3,general
10800,3660,3,research
7200,3600,3,general
7200,28800,3,general
0,5400,,general
0,5400,,general
0,7200,,coding
3600,3600,2,general
3600,3600,2,general
3600,3600,2,general
5400,1800,3,general
3600,3600,2,coding
1200,1800,2,writing
0,14400,,problem solving
0,162000,,general
7200,3600,3,general
10800,10800,3,coding
3600,1200,2,general
86400,28800,5,general
28800,10800,5,general
7200,57600,3,general
3600,10800,2,general
3600,1800,2,coding
3600,3600,2,general
7200,7200,3,general
28800,43200,5,coding
3600,7200,2,general
7200,3600,3,general
0,15840,,general
0,3900,,general
172800,14400,5,coding
3600,3600,2,coding
14400,14400,4,general
7200,2700,3,writing
7200,5400,3,general
28800,36000,5,coding
7200,7200,3,coding
7200,7200,3,coding
3600,3600,2,general
5400,5400,3,general
10800,16200,3,problem solving
10800,9000,3,general
7200,7200,3,general
0,3600,,coding
0,600,,reading
0,2100,,writing
0,2700,,general
0,1500,,reading
0,2700,,coding
0,900,,writing
0,3600,,general
0,1800,,general
0,2400,,coding
0,3600,,reading
0,600,,general
0,1800,,coding
0,2040,,coding
0,1800,,coding
0,3000,,general
0,3780,,coding
0,5400,,general
0,300,,research
0,1500,,general
0,2400,,coding
0,5400,,coding
0,1200,,coding
0,1200,,general
0,3780,,research
0,2400,,coding
0,1800,,coding
0,300,,reading
0,600,,general
0,3600,,research
0,3600,,reading
0,3600,,general
0,3600,,coding
0,7200,,coding
0,14400,,coding
0,1200,,research
0,3600,,coding
0,960,,coding
0,1800,,coding
0,1560,,coding
0,3600,,general
0,300,,writing
0,1200,,general
0,3420,,coding
0,3960,,general
0,10140,,coding
0,4980,,coding
0,900,,coding
0,2100,,coding
0,2100,,coding
0,3480,,coding
0,3180,,writing
0,900,,coding
0,1800,,general
0,1800,,reading
0,1200,,reading
0,1200,,general
0,600,,general
0,5400,,coding
0,900,,research
0,9000,,general
0,3600,,coding
0,18000,,general
0,1200,,coding
0,600,,coding
0,3600,,coding
0,1800,,general
0,14400,,writing
0,5400,,general
0,1800,,coding
0,3600,,coding
0,7200,,coding
0,5400,,general
0,3600,,coding
0,5400,,research
0,9000,,general
0,3600,,general
0,13020,,general
0,600,,general
10800,7200,3,coding
0,7080,,coding
0,7200,,coding
0,9000,,coding
0,4800,,general
0,1200,,coding
0,7200,,general
0,10800,,coding
0,16200,,coding
0,960,,general
28800,900,5,reading
0,900,,general
0,6000,,coding
0,2880,,general
0,2700,,general
0,3600,,coding
0,3720,,coding
0,5400,,general
0,1200,,general
0,600,,review
0,300,,coding
0,1200,,coding
1800,600,2,coding
0,1200,,general
0,1200,,general
0,1200,,general
0,3600,,coding
0,5940,,coding
0,1800,,general
0,9000,,coding
0,600,,general
0,10800,,general
0,1800,,coding
0,180,,general
0,3600,,general
0,1800,,reading
0,900,,general
0,1800,,coding
0,1800,,writing
0,600,,general
0,300,,general
0,7200,,coding
3600,3600,2,problem solving
14400,1800,4,coding
0,300,,general
0,300,,general
0,1200,,coding
300,300,1,coding
0,22500,,coding
0,14400,,general
0,600,,general
0,1800,,coding
0,300,,research
14400,14400,4,coding
28800,7200,5,writing
0,900,,research
0,5400,,general
0,2700,,coding
0,600,,reading
0,1800,,general
0,2700,,general
0,600,,general
0,1200,,coding
0,600,,general
0,7200,,general
10800,1800,3,coding
0,900,,coding
0,1800,,coding
0,1800,,coding
0,1800,,research
0,1200,,general
0,3600,,problem solving
0,600,,coding
0,300,,general
0,3000,,research
0,10800,,coding
0,1200,,general
0,900,,general
0,3600,,writing
0,900,,coding
0,300,,general
0,1980,,general
0,10800,,general
0,7200,,coding
0,900,,general
600,300,1,coding
0,5400,,general
0,600,,general
0,1800,,coding
0,2700,,coding
0,18000,,problem solving
0,1800,,general
0,4500,,coding
0,360,,review
28800,2400,5,coding
0,600,,coding
0,4200,,coding
0,600,,problem solving
0,900,,reading
0,1200,,coding
0,14400,,general
0,7200,,general
0,3600,,research
0,1200,,general
1800,1200,2,coding
7200,7200,3,coding
0,10800,,coding
0,600,,general
0,900,,review
1800,1800,2,general
1800,900,2,general
1800,420,2,reading
900,900,1,review
0,144000,,general
0,3600,,general
0,7200,,general
0,7200,,reading
0,50400,,general
0,14400,,coding
0,15120,,coding
0,3600,,general
0,23520,,general
0,28800,,general
0,4800,,coding
0,7200,,coding
0,1800,,coding
0,1800,,coding
0,3600,,coding
7200,28800,3,general
28800,28800,5,coding
3600,3600,2,general
86400,28800,5,general
86400,28800,5,general
14400,7200,4,writing
14400,14400,4,general
3600,3600,2,coding
7200,7200,3,general
7200,14400,3,general
28800,7200,5,general
3600,3600,2,reading
900,900,1,general
1800,3600,2,coding
3600,3600,2,reading
1800,1200,2,coding
14400,1800,4,coding
600,1800,1,general
7200,7200,3,coding
900,900,1,reading
300,300,1,problem solving
0,3600,,writing
1800,1800,2,coding
86400,28800,5,writing
3600,3600,2,coding
1200,1200,2,writing
172800,57600,5,reading
3600,3600,2,reading
600,600,1,coding
7200,3600,3,reading
1800,600,2,problem solving
7200,7200,3,general
3600,3600,2,coding
600,600,1,coding
7200,28800,3,reading
3600,3600,2,writing
0,3600,,coding
600,600,1,coding
1800,1800,2,general
1800,1800,2,general
7200,7200,3,writing
1800,1800,2,reading
1200,1200,2,coding
0,600,,coding
1800,1200,2,general
7200,14400,3,reading
7200,10800,3,general
7200,7200,3,coding
7200,7200,3,coding
10800,14400,3,coding
7200,8400,3,reading
0,1200,,general
14400,5400,4,general
28800,3600,5,reading
3600,1800,2,general
0,3000,,writing
0,4800,,coding
0,7200,,coding
0,4200,,coding
0,1800,,coding
0,4800,,general
0,4200,,general
0,4800,,writing
0,9000,,general
0,10200,,coding
0,1800,,coding
0,4200,,general
0,21600,,general
0,4800,,writing
0,12600,,general
0,7800,,general
0,7200,,coding
0,1200,,general
0,6000,,coding
0,2400,,coding
0,6000,,general
0,3000,,coding
0,1200,,coding
0,1800,,general
0,1200,,general
0,1800,,general
0,2400,,general
0,1200,,coding
0,600,,coding
0,2400,,coding
0,7800,,general
0,1800,,general
0,1200,,general
0,5400,,general
0,3000,,general
0,1800,,general
0,1200,,general
0,1800,,coding
0,2400,,general
0,1200,,coding
0,1200,,review
0,1200,,general
0,1200,,review
0,1200,,general
0,2400,,general
0,1200,,general
0,2400,,coding
0,1200,,general
0,9600,,general
0,2400,,general
0,2400,,writing
0,2400,,general
0,1200,,coding
0,1200,,coding
0,1200,,coding
0,1200,,problem solving
0,1200,,coding
0,1800,,general
600,1200,1,general
0,1200,,coding
0,1200,,coding
0,1200,,problem solving
0,2400,,general
0,1200,,reading
0,1200,,coding
0,4800,,coding
0,4800,,coding
0,19800,,coding
0,3600,,general
0,1800,,coding
0,3000,,general
0,3600,,writing
0,1800,,reading
0,600,,reading
0,1200,,coding
0,600,,general
0,1200,,general
0,1200,,coding
0,6600,,general
0,4200,,problem solving
0,9600,,general
0,5400,,research
0,2400,,problem solving
0,3000,,general
0,1200,,general
0,4800,,general
0,2400,,coding
0,1200,,general
0,5400,,general
0,3600,,coding
0,2400,,coding
0,1200,,reading
0,5400,,writing
0,2400,,coding
0,6600,,general
0,4200,,writing
0,4800,,coding
0,3600,,coding
0,600,,coding
0,3600,,general
0,1800,,general
0,1200,,general
0,1200,,reading
0,1200,,general
0,1200,,general
0,6000,,general
0,1200,,general
0,1200,,general
0,1200,,reading
0,1200,,general
0,1200,,general
0,1800,,general
0,1200,,general
0,1200,,coding
0,2400,,general
0,1200,,general
0,1200,,general
0,1200,,general
0,1200,,general
0,3600,,problem solving
0,1200,,general
0,1200,,problem solving
0,1200,,general
0,1200,,general
0,1200,,review
0,1200,,general
0,1200,,general
0,1200,,writing
0,1200,,general
0,1200,,general
0,1200,,general
0,1200,,writing
0,1200,,general
0,2400,,coding
0,1200,,general
0,600,,coding
0,1200,,general
0,1200,,general
0,1200,,general
0,1200,,general
0,1200,,coding
0,1200,,general
0,1800,,review
0,1800,,coding
0,1800,,general
0,4200,,general
0,4200,,general
0,3000,,coding
0,26400,,general
0,3600,,reading
0,1800,,coding
0,3000,,coding
0,3000,,coding
0,4200,,coding
0,1200,,coding
0,1800,,coding
0,1200,,writing
0,11400,,coding
0,9000,,coding
0,6000,,coding
0,2400,,coding
0,6600,,coding
0,1200,,general
0,2400,,general
0,1200,,coding
0,1200,,reading
0,3000,,coding
0,3000,,writing
0,13800,,general
0,10800,,general
0,6000,,writing
0,11400,,general
0,3000,,coding
0,1800,,coding
0,4200,,writing
0,1800,,general
0,2400,,coding
0,1800,,general
0,1800,,general
0,2400,,writing
0,2400,,writing
0,3600,,general
0,1800,,research
0,4200,,general
0,2400,,coding
0,1800,,coding
0,2400,,coding
0,4800,,coding
0,15000,,coding
0,1800,,general
0,2400,,writing
0,2400,,coding
0,4800,,general
0,6600,,writing
0,3600,,reading
0,1800,,general
0,1200,,general
0,3600,,general
0,600,,problem solving
0,1200,,coding
0,1800,,coding
0,8400,,general
0,1800,,reading
0,1200,,general
0,600,,coding
0,1200,,general
0,1200,,coding
0,1800,,general
0,1200,,review
0,2400,,general
0,1800,,coding
0,1800,,coding
0,1800,,general
0,1800,,reading
0,1200,,coding
0,1200,,general
0,1200,,problem solving
0,2400,,general
0,7200,,general
0,600,,general
0,1200,,general
0,1200,,general
0,1200,,coding
0,600,,general
0,1200,,coding
0,1200,,general
0,1200,,general
0,1200,,coding
0,3000,,coding
0,3000,,general
0,2400,,general
0,3600,,writing
0,2400,,general
0,5400,,general
0,2400,,general
0,1200,,coding
0,6000,,writing
0,1800,,coding
0,1800,,coding
0,3600,,coding
0,1800,,general
0,5400,,general
0,1200,,coding
0,1800,,general
0,6000,,general
0,3600,,coding
0,1800,,coding
0,1800,,coding
0,600,,writing
0,4200,,general
0,1800,,writing
0,5400,,general
0,600,,coding
0,5400,,general
0,1800,,general
0,4200,,research
0,4800,,coding
0,7200,,coding
0,1800,,general
0,7800,,coding
0,2400,,research
0,1800,,general
0,4800,,general
0,3000,,coding
0,2400,,writing
0,4800,,writing
0,2400,,coding
0,1200,,coding
0,1200,,coding
0,1200,,general
0,3600,,general
0,2400,,general
0,1200,,review
0,1800,,general
0,1200,,general
0,2400,,coding
0,4200,,reading
0,12600,,coding
0,3000,,writing
0,2400,,coding
0,13800,,coding
0,7800,,general
0,13200,,general
0,1800,,reading
0,10800,,coding
0,9000,,coding
0,1800,,coding
0,3000,,general
0,5400,,general
0,4200,,general
0,3000,,general
0,3000,,coding
0,1800,,coding
0,1200,,reading
0,1200,,coding
0,1200,,general
0,1200,,coding
0,1200,,general
